Weather_conditions,Road_traffic_density,Age_Category,Delivery_Status
Sunny,Low,Giovane,Puntuale
Sandstorms,Low,Giovane,Puntuale
Sandstorms,Low,Giovane,Puntuale
Fog,Low,Senior,Puntuale
Windy,Low,Giovane,Puntuale
Fog,Low,Senior,Puntuale
Cloudy,Low,Giovane,Puntuale
Fog,Low,Giovane,Puntuale
Cloudy,Medium,Giovane,Puntuale
Cloudy,Medium,Senior,Puntuale
Fog,Low,Adulto,Puntuale
Windy,Medium,Giovane,Puntuale
Fog,Low,Giovane,Puntuale
Sunny,Jam,Adulto,Puntuale
Sunny,Low,Giovane,Puntuale
Stormy,Low,Senior,Puntuale
Windy,Low,Giovane,Puntuale
Sunny,Medium,Giovane,Puntuale
Sunny,Low,Senior,Puntuale
Sunny,Low,Adulto,Puntuale
Sunny,Low,Giovane,Puntuale
Sandstorms,Low,Adulto,Puntuale
Fog,Medium,Adulto,Puntuale
Sunny,Medium,Giovane,Puntuale
Sunny,Jam,Adulto,Puntuale
Windy,Low,Giovane,Puntuale
Windy,High,Giovane,Puntuale
Fog,Low,Senior,Puntuale
Stormy,Low,Giovane,Puntuale
Sunny,Low,Adulto,Puntuale
Stormy,Jam,Giovane,Puntuale
Cloudy,Low,Adulto,Puntuale
Windy,Low,Giovane,Puntuale
Sunny,Low,Senior,Puntuale
Stormy,Low,Giovane,Puntuale
Fog,Low,Giovane,Puntuale
Stormy,Jam,Adulto,Puntuale
Fog,Low,Senior,Puntuale
Fog,Low,Senior,Puntuale
Fog,Low,Senior,Puntuale
Cloudy,Low,Senior,Puntuale
Windy,Medium,Giovane,Puntuale
Fog,Low,Giovane,Puntuale
Sunny,Low,Adulto,Puntuale
Sunny,Low,Senior,Puntuale
Windy,High,Adulto,Puntuale
Windy,High,Giovane,Puntuale
Cloudy,Low,Adulto,Puntuale
Windy,Jam,Giovane,Puntuale
Stormy,Jam,Giovane,Puntuale
Stormy,Low,Adulto,Puntuale
Stormy,High,Giovane,Puntuale
Stormy,High,Giovane,Puntuale
Sunny,Low,Senior,Puntuale
Sandstorms,Low,Adulto,Puntuale
Cloudy,Medium,Giovane,Puntuale
Sandstorms,Jam,Giovane,Puntuale
Sunny,Jam,Adulto,Puntuale
Windy,Low,Giovane,Puntuale
Windy,Low,Giovane,Puntuale
Fog,Low,Senior,Puntuale
Cloudy,Low,Senior,Puntuale
Cloudy,Medium,Adulto,Puntuale
Sunny,Medium,Giovane,Puntuale
Windy,Jam,Giovane,Puntuale
Sunny,Jam,Giovane,Puntuale
Fog,Low,Giovane,Puntuale
Stormy,Low,Adulto,Puntuale
Fog,Low,Giovane,Puntuale
Cloudy,Low,Senior,Puntuale
Cloudy,Low,Adulto,Puntuale
Sunny,Jam,Giovane,Puntuale
Cloudy,Low,Senior,Puntuale
Fog,Medium,Senior,Puntuale
Sandstorms,Jam,Giovane,Puntuale
Stormy,Medium,Giovane,Puntuale
Windy,Low,Giovane,Puntuale
Fog,Low,Senior,Puntuale
Fog,Low,Adulto,Puntuale
Sunny,Jam,Adulto,Puntuale
Sunny,Low,Giovane,Puntuale
Cloudy,Low,Adulto,Puntuale
Cloudy,Low,Senior,Puntuale
Sandstorms,Low,Adulto,Puntuale
Windy,Jam,Giovane,Puntuale
Fog,Medium,Senior,Puntuale
Sandstorms,Low,Giovane,Puntuale
Windy,Medium,Adulto,Puntuale
Stormy,Low,Giovane,Puntuale
Windy,High,Giovane,Puntuale
Cloudy,Low,Senior,Puntuale
Sunny,Low,Giovane,Puntuale
Cloudy,Low,Senior,Puntuale
Stormy,Jam,Adulto,Puntuale
Sunny,Medium,Senior,Puntuale
Cloudy,Low,Adulto,Puntuale
Sandstorms,Low,Senior,Puntuale
Fog,Medium,Senior,Puntuale
Windy,Low,Senior,Puntuale
Sandstorms,Medium,Giovane,Puntuale
Stormy,Jam,Adulto,Puntuale
Sandstorms,Low,Giovane,Puntuale
Sunny,Low,Adulto,Puntuale
Sunny,Medium,Adulto,Puntuale
Sunny,Jam,Giovane,Puntuale
Windy,High,Giovane,Puntuale
Sunny,Low,Senior,Puntuale
Sunny,Low,Adulto,Puntuale
Sunny,Medium,Senior,Puntuale
Cloudy,Medium,Adulto,Puntuale
Stormy,Low,Adulto,Ritardo
Sandstorms,Low,Giovane,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Sunny,High,Senior,Ritardo
Sunny,Jam,Giovane,Ritardo
Cloudy,Medium,Adulto,Ritardo
Fog,Medium,Senior,Ritardo
Cloudy,Low,Giovane,Ritardo
Fog,Medium,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Windy,Medium,Giovane,Ritardo
Stormy,Jam,Giovane,Ritardo
Windy,Low,Giovane,Ritardo
Sunny,Medium,Senior,Ritardo
Fog,Low,Giovane,Ritardo
Sunny,Medium,Giovane,Ritardo
Sunny,Medium,Senior,Ritardo
Sunny,Medium,Senior,Ritardo
Sunny,Jam,Giovane,Ritardo
Cloudy,Low,Senior,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Cloudy,Low,Adulto,Ritardo
Fog,Low,Giovane,Ritardo
Fog,Medium,Adulto,Ritardo
Windy,Low,Adulto,Ritardo
Cloudy,Low,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Fog,Low,Giovane,Ritardo
Cloudy,Low,Adulto,Ritardo
Windy,High,Giovane,Ritardo
Fog,Medium,Adulto,Ritardo
Fog,Medium,Giovane,Ritardo
Cloudy,Low,Giovane,Ritardo
Stormy,High,Giovane,Ritardo
Sunny,Medium,Adulto,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Fog,Low,Adulto,Ritardo
Sunny,Medium,Senior,Ritardo
Cloudy,Low,Giovane,Ritardo
Stormy,Jam,Adulto,Ritardo
Fog,Low,Senior,Ritardo
Sandstorms,Low,Adulto,Ritardo
Fog,Low,Senior,Ritardo
Stormy,Low,Senior,Ritardo
Sandstorms,Low,Giovane,Ritardo
Sandstorms,Low,Adulto,Ritardo
Sunny,Medium,Adulto,Ritardo
Fog,Low,Giovane,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Cloudy,Low,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Windy,Jam,Giovane,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Stormy,Jam,Giovane,Ritardo
Sunny,Low,Adulto,Ritardo
Windy,Low,Giovane,Ritardo
Windy,Low,Adulto,Ritardo
Sunny,Medium,Senior,Ritardo
Sunny,Jam,Senior,Ritardo
Fog,Low,Senior,Ritardo
Sunny,Low,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Windy,High,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Windy,High,Giovane,Ritardo
Windy,High,Adulto,Ritardo
Windy,High,Giovane,Ritardo
Sunny,Low,Giovane,Ritardo
Cloudy,Low,Adulto,Ritardo
Stormy,Jam,Giovane,Ritardo
Stormy,Jam,Giovane,Ritardo
Cloudy,Low,Senior,Ritardo
Windy,Jam,Adulto,Ritardo
Stormy,Low,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Stormy,Medium,Adulto,Ritardo
Windy,Jam,Giovane,Ritardo
Cloudy,Low,Adulto,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Sunny,Low,Adulto,Ritardo
Stormy,Jam,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Sunny,Jam,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Sunny,Low,Senior,Ritardo
Stormy,Low,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Cloudy,Low,Giovane,Ritardo
Sunny,Medium,Adulto,Ritardo
Stormy,Medium,Giovane,Ritardo
Windy,Jam,Adulto,Ritardo
Windy,Jam,Giovane,Ritardo
Windy,High,Giovane,Ritardo
Windy,High,Giovane,Ritardo
Cloudy,Low,Senior,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Cloudy,Low,Giovane,Ritardo
Stormy,Low,Giovane,Ritardo
Stormy,Medium,Adulto,Ritardo
Sunny,Medium,Adulto,Ritardo
Stormy,Low,Giovane,Ritardo
Sunny,Low,Giovane,Ritardo
Sunny,Jam,Giovane,Ritardo
Sunny,Low,Adulto,Ritardo
Sandstorms,High,Adulto,Ritardo
Sandstorms,High,Giovane,Ritardo
Stormy,High,Adulto,Ritardo
Stormy,Low,Giovane,Ritardo
Fog,Low,Giovane,Ritardo
Cloudy,Low,Adulto,Ritardo
Windy,High,Adulto,Ritardo
Stormy,Low,Giovane,Ritardo
Stormy,Jam,Giovane,Ritardo
Fog,Low,Adulto,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Sunny,Low,Giovane,Ritardo
Windy,Jam,Giovane,Ritardo
Fog,Low,Giovane,Ritardo
Fog,Low,Giovane,Ritardo
Windy,Jam,Giovane,Ritardo
Stormy,Jam,Adulto,Ritardo
Sunny,Low,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Stormy,Low,Giovane,Ritardo
Stormy,Low,Adulto,Ritardo
Cloudy,Medium,Giovane,Ritardo
Fog,Low,Giovane,Ritardo
Sunny,Medium,Adulto,Ritardo
Fog,Low,Senior,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Sunny,Medium,Senior,Ritardo
Sandstorms,Low,Giovane,Ritardo
Sunny,Low,Adulto,Ritardo
Sunny,Jam,Giovane,Ritardo
Sunny,Medium,Giovane,Ritardo
Sunny,Low,Giovane,Ritardo
Windy,Jam,Adulto,Ritardo
Sandstorms,Low,Adulto,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Stormy,Jam,Adulto,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Sunny,Low,Giovane,Ritardo
Windy,Medium,Giovane,Ritardo
Fog,Medium,Giovane,Ritardo
Cloudy,Low,Adulto,Ritardo
Stormy,Jam,Giovane,Ritardo
Sunny,Medium,Adulto,Ritardo
Fog,Medium,Senior,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Sunny,Low,Giovane,Ritardo
Cloudy,Low,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Stormy,Low,Adulto,Ritardo
Stormy,Low,Giovane,Ritardo
Sunny,Low,Giovane,Ritardo
Fog,Medium,Giovane,Ritardo
Sunny,Jam,Adulto,Ritardo
Cloudy,Medium,Adulto,Ritardo
Fog,Medium,Senior,Ritardo
Windy,Low,Giovane,Ritardo
Sunny,Jam,Giovane,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Sunny,Medium,Giovane,Ritardo
Stormy,Medium,Adulto,Ritardo
Cloudy,Medium,Giovane,Ritardo
Sunny,Low,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Fog,Medium,Adulto,Ritardo
Sunny,Medium,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Sunny,Low,Senior,Ritardo
Sunny,Low,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Windy,Jam,Adulto,Ritardo
Windy,Jam,Giovane,Ritardo
Sandstorms,High,Giovane,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Sandstorms,Low,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Fog,Medium,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Sunny,Low,Adulto,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Fog,Medium,Giovane,Ritardo
Stormy,Jam,Giovane,Ritardo
Cloudy,Low,Giovane,Ritardo
Fog,Medium,Adulto,Ritardo
Fog,Low,Giovane,Ritardo
Windy,Low,Giovane,Ritardo
Sunny,High,Senior,Ritardo
Fog,Low,Senior,Ritardo
Sunny,Jam,Senior,Ritardo
Fog,Low,Senior,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Cloudy,Medium,Adulto,Ritardo
Fog,Low,Giovane,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Stormy,Low,Senior,Ritardo
Sunny,Jam,Senior,Ritardo
Stormy,Low,Giovane,Ritardo
Windy,Low,Giovane,Ritardo
Fog,Low,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Fog,Medium,Adulto,Ritardo
Sunny,Medium,Adulto,Ritardo
Sunny,Low,Adulto,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Sandstorms,High,Giovane,Ritardo
Cloudy,Medium,Adulto,Ritardo
Stormy,Low,Adulto,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Sunny,Medium,Giovane,Ritardo
Stormy,Medium,Giovane,Ritardo
Sunny,Medium,Giovane,Ritardo
Sunny,Jam,Giovane,Ritardo
Sunny,Low,Senior,Ritardo
Sunny,Low,Adulto,Ritardo
Sunny,Jam,Giovane,Ritardo
Sunny,High,Senior,Ritardo
Sandstorms,Low,Senior,Ritardo
Stormy,Medium,Giovane,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Cloudy,Low,Senior,Ritardo
Fog,Low,Senior,Ritardo
Windy,Jam,Giovane,Ritardo
Sunny,Jam,Adulto,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Sunny,Jam,Senior,Ritardo
Cloudy,Medium,Adulto,Ritardo
Fog,Medium,Giovane,Ritardo
Sunny,Jam,Giovane,Ritardo
Windy,High,Giovane,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Stormy,High,Giovane,Ritardo
Cloudy,Low,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Sunny,Medium,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Fog,Medium,Senior,Ritardo
Windy,Jam,Adulto,Ritardo
Sunny,Low,Senior,Ritardo
Sunny,Low,Senior,Ritardo
Stormy,Low,Senior,Ritardo
Cloudy,Low,Giovane,Ritardo
Fog,Low,Adulto,Ritardo
Windy,High,Giovane,Ritardo
Cloudy,Low,Giovane,Ritardo
Fog,Low,Senior,Ritardo
Fog,Medium,Adulto,Ritardo
Stormy,High,Adulto,Ritardo
Fog,Low,Giovane,Ritardo
Stormy,Low,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Cloudy,Medium,Senior,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Stormy,High,Giovane,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Fog,Low,Giovane,Ritardo
Cloudy,Low,Giovane,Ritardo
Windy,High,Giovane,Ritardo
Sunny,Medium,Senior,Ritardo
Sunny,Jam,Adulto,Ritardo
Stormy,Jam,Giovane,Ritardo
Sunny,Medium,Adulto,Ritardo
Stormy,Jam,Giovane,Ritardo
Fog,Medium,Giovane,Ritardo
Sunny,High,Adulto,Ritardo
Fog,Low,Adulto,Ritardo
Sunny,Medium,Senior,Ritardo
Sandstorms,Low,Adulto,Ritardo
Windy,Medium,Giovane,Ritardo
Windy,Low,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Stormy,Medium,Adulto,Ritardo
Windy,Low,Adulto,Ritardo
Sunny,Medium,Senior,Ritardo
Sunny,Jam,Adulto,Ritardo
Sandstorms,Low,Senior,Ritardo
Windy,Medium,Giovane,Ritardo
Windy,High,Giovane,Ritardo
Sunny,Low,Senior,Ritardo
Fog,Medium,Giovane,Ritardo
Fog,Medium,Giovane,Ritardo
Cloudy,Low,Adulto,Ritardo
Sunny,High,Senior,Ritardo
Cloudy,Low,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Stormy,Low,Giovane,Ritardo
Sunny,Medium,Senior,Ritardo
Windy,High,Giovane,Ritardo
Fog,Low,Adulto,Ritardo
Stormy,Low,Senior,Ritardo
Sunny,Low,Adulto,Ritardo
Cloudy,Low,Adulto,Ritardo
Fog,High,Giovane,Ritardo
Windy,Low,Senior,Ritardo
Sandstorms,High,Giovane,Ritardo
Sunny,Low,Giovane,Ritardo
Sunny,Low,Senior,Ritardo
Sunny,Jam,Senior,Ritardo
Stormy,Jam,Giovane,Ritardo
Cloudy,Low,Giovane,Ritardo
Fog,Low,Adulto,Ritardo
Sandstorms,Low,Adulto,Ritardo
Cloudy,Medium,Giovane,Ritardo
Stormy,Medium,Giovane,Ritardo
Fog,Low,Giovane,Ritardo
Sunny,Low,Adulto,Ritardo
Cloudy,Medium,Adulto,Ritardo
Sunny,Jam,Senior,Ritardo
Sunny,Low,Giovane,Ritardo
Windy,Medium,Giovane,Ritardo
Cloudy,Low,Senior,Ritardo
Cloudy,Low,Giovane,Ritardo
Sunny,High,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Sunny,Medium,Giovane,Ritardo
Stormy,High,Giovane,Ritardo
Sunny,Low,Adulto,Ritardo
Sandstorms,High,Giovane,Ritardo
Sandstorms,Low,Giovane,Ritardo
Sunny,High,Senior,Ritardo
Sunny,Low,Adulto,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Sunny,Jam,Giovane,Ritardo
Sunny,High,Adulto,Ritardo
Sunny,Jam,Giovane,Ritardo
Sunny,Low,Senior,Ritardo
Sunny,High,Adulto,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Sunny,Low,Senior,Ritardo
Sunny,Low,Giovane,Ritardo
Windy,Jam,Giovane,Ritardo
Fog,Medium,Adulto,Ritardo
Fog,Medium,Senior,Ritardo
Sunny,High,Adulto,Ritardo
Sandstorms,Low,Adulto,Ritardo
Fog,Low,Adulto,Ritardo
Sunny,Low,Senior,Ritardo
Sunny,Jam,Senior,Ritardo
Sunny,High,Senior,Ritardo
Windy,Low,Senior,Ritardo
Sandstorms,Low,Adulto,Ritardo
Fog,Medium,Senior,Ritardo
Stormy,Low,Adulto,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Fog,High,Giovane,Ritardo
Fog,Low,Giovane,Ritardo
Sunny,Jam,Giovane,Ritardo
Sunny,Jam,Giovane,Ritardo
Fog,Low,Adulto,Ritardo
Fog,Medium,Giovane,Ritardo
Sandstorms,Low,Giovane,Ritardo
Sunny,Low,Adulto,Ritardo
Fog,Medium,Senior,Ritardo
Fog,Low,Giovane,Ritardo
Stormy,Low,Senior,Ritardo
Stormy,Low,Senior,Ritardo
Sandstorms,Low,Senior,Ritardo
Sunny,High,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Sandstorms,Low,Giovane,Ritardo
Sunny,High,Senior,Ritardo
Sunny,Medium,Adulto,Ritardo
Fog,Low,Adulto,Ritardo
Cloudy,Low,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Cloudy,Low,Giovane,Ritardo
Cloudy,Low,Senior,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Windy,High,Giovane,Ritardo
Fog,Low,Senior,Ritardo
Fog,Low,Adulto,Ritardo
Windy,Medium,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Fog,Medium,Senior,Ritardo
Cloudy,Low,Giovane,Ritardo
Sunny,Medium,Adulto,Ritardo
Cloudy,Low,Giovane,Ritardo
Stormy,Low,Senior,Ritardo
Cloudy,Low,Giovane,Ritardo
Windy,Medium,Adulto,Ritardo
Windy,Jam,Giovane,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Fog,Medium,Giovane,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Windy,Low,Senior,Ritardo
Stormy,Low,Giovane,Ritardo
Sunny,Medium,Senior,Ritardo
Stormy,Medium,Adulto,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Sunny,Jam,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Sunny,Jam,Giovane,Ritardo
Windy,High,Adulto,Ritardo
Sunny,Jam,Senior,Ritardo
Windy,Medium,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Sunny,Low,Giovane,Ritardo
Sunny,Medium,Adulto,Ritardo
Fog,High,Giovane,Ritardo
Windy,Jam,Giovane,Ritardo
Fog,Low,Giovane,Ritardo
Fog,Medium,Senior,Ritardo
Cloudy,Low,Adulto,Ritardo
Cloudy,Medium,Senior,Ritardo
Cloudy,Low,Giovane,Ritardo
Sunny,Jam,Adulto,Ritardo
Sunny,Medium,Adulto,Ritardo
Fog,Low,Giovane,Ritardo
Cloudy,Low,Giovane,Ritardo
Windy,Low,Senior,Ritardo
Cloudy,Low,Giovane,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Windy,Low,Adulto,Ritardo
Cloudy,Medium,Senior,Ritardo
Cloudy,Low,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Stormy,High,Adulto,Ritardo
Sandstorms,Low,Senior,Ritardo
Windy,Low,Senior,Ritardo
Stormy,Low,Adulto,Ritardo
Sandstorms,Low,Senior,Ritardo
Stormy,Jam,Giovane,Ritardo
Cloudy,Low,Senior,Ritardo
Sunny,Jam,Senior,Ritardo
Windy,High,Giovane,Ritardo
Stormy,Low,Giovane,Ritardo
Sandstorms,Low,Adulto,Ritardo
Stormy,Medium,Giovane,Ritardo
Sunny,High,Senior,Ritardo
Cloudy,Low,Adulto,Ritardo
Windy,Jam,Giovane,Ritardo
Stormy,Low,Giovane,Ritardo
Cloudy,Low,Giovane,Ritardo
Sunny,Medium,Adulto,Ritardo
Windy,Medium,Giovane,Ritardo
Windy,Medium,Giovane,Ritardo
Fog,Medium,Giovane,Ritardo
Cloudy,High,Giovane,Ritardo
Fog,Low,Giovane,Ritardo
Sunny,High,Adulto,Ritardo
Sunny,Low,Adulto,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Fog,Low,Giovane,Ritardo
Stormy,Low,Adulto,Ritardo
Sunny,Medium,Senior,Ritardo
Sunny,Medium,Senior,Ritardo
Cloudy,Low,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Stormy,Medium,Giovane,Ritardo
Fog,Low,Adulto,Ritardo
Sunny,Low,Adulto,Ritardo
Cloudy,Low,Giovane,Ritardo
Stormy,Jam,Giovane,Ritardo
Stormy,High,Giovane,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Sunny,Low,Senior,Ritardo
Stormy,Low,Senior,Ritardo
Cloudy,Low,Giovane,Ritardo
Fog,Medium,Giovane,Ritardo
Fog,Low,Adulto,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Sunny,Low,Adulto,Ritardo
Cloudy,Low,Adulto,Ritardo
Fog,Low,Giovane,Ritardo
Sunny,Medium,Senior,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Windy,Medium,Adulto,Ritardo
Windy,Low,Senior,Ritardo
Sandstorms,High,Giovane,Ritardo
Stormy,Low,Adulto,Ritardo
Stormy,Low,Adulto,Ritardo
Windy,Low,Senior,Ritardo
Sunny,Low,Adulto,Ritardo
Sunny,Jam,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Sandstorms,Low,Senior,Ritardo
Sunny,Jam,Senior,Ritardo
Sandstorms,High,Giovane,Ritardo
Sunny,High,Senior,Ritardo
Cloudy,Low,Senior,Ritardo
Sandstorms,Low,Senior,Ritardo
Sunny,Jam,Senior,Ritardo
Sandstorms,Low,Adulto,Ritardo
Stormy,Low,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Stormy,Low,Senior,Ritardo
Sunny,Medium,Adulto,Ritardo
Fog,High,Giovane,Ritardo
Sunny,Low,Senior,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Stormy,Low,Adulto,Ritardo
Windy,Low,Adulto,Ritardo
Stormy,Low,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Fog,Medium,Adulto,Ritardo
Sunny,High,Senior,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Sandstorms,Low,Giovane,Ritardo
Sunny,Jam,Adulto,Ritardo
Windy,Low,Senior,Ritardo
Sunny,Jam,Adulto,Ritardo
Windy,Jam,Giovane,Ritardo
Sandstorms,Low,Giovane,Ritardo
Stormy,Low,Senior,Ritardo
Cloudy,Low,Adulto,Ritardo
Sunny,Medium,Senior,Ritardo
Windy,Low,Giovane,Ritardo
Fog,High,Giovane,Ritardo
Windy,Medium,Giovane,Ritardo
Fog,Low,Senior,Ritardo
Sunny,Jam,Adulto,Ritardo
Sunny,Low,Adulto,Ritardo
Cloudy,Medium,Giovane,Ritardo
Sandstorms,Low,Adulto,Ritardo
Stormy,Jam,Giovane,Ritardo
Cloudy,Low,Giovane,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Sunny,Medium,Adulto,Ritardo
Sunny,Jam,Adulto,Ritardo
Stormy,Medium,Giovane,Ritardo
Windy,High,Giovane,Ritardo
Sunny,Medium,Senior,Ritardo
Sandstorms,Low,Giovane,Ritardo
Windy,Medium,Adulto,Ritardo
Sunny,Medium,Senior,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Windy,Jam,Giovane,Ritardo
Windy,Jam,Giovane,Ritardo
Fog,Jam,Giovane,Ritardo
Windy,Medium,Giovane,Ritardo
Stormy,Low,Senior,Ritardo
Fog,High,Adulto,Ritardo
Sunny,Medium,Giovane,Ritardo
Sunny,Low,Adulto,Ritardo
Sandstorms,Low,Senior,Ritardo
Fog,Medium,Senior,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Sunny,Jam,Adulto,Ritardo
Windy,Low,Senior,Ritardo
Sunny,Medium,Giovane,Ritardo
Cloudy,Low,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Stormy,Jam,Giovane,Ritardo
Windy,Low,Senior,Ritardo
Windy,Low,Adulto,Ritardo
Fog,Low,Adulto,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Windy,Low,Senior,Ritardo
Stormy,High,Giovane,Ritardo
Sandstorms,Low,Adulto,Ritardo
Cloudy,Low,Giovane,Ritardo
Sandstorms,Low,Giovane,Ritardo
Sunny,Medium,Adulto,Ritardo
Sunny,Low,Adulto,Ritardo
Cloudy,Low,Adulto,Ritardo
Fog,Medium,Adulto,Ritardo
Sunny,Low,Giovane,Ritardo
Sandstorms,Medium,Adulto,Ritardo
Fog,Low,Giovane,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Fog,Low,Giovane,Ritardo
Windy,Medium,Adulto,Ritardo
Sandstorms,Low,Giovane,Ritardo
Cloudy,Low,Giovane,Ritardo
Windy,Low,Giovane,Ritardo
Stormy,Medium,Giovane,Ritardo
Stormy,Low,Senior,Ritardo
Stormy,Jam,Giovane,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Sunny,Medium,Adulto,Ritardo
Stormy,Low,Senior,Ritardo
Sandstorms,High,Giovane,Ritardo
Sunny,Low,Adulto,Ritardo
Stormy,Low,Senior,Ritardo
Stormy,Jam,Giovane,Ritardo
Sunny,Medium,Senior,Ritardo
Sunny,High,Adulto,Ritardo
Sandstorms,Low,Adulto,Ritardo
Sandstorms,Jam,Giovane,Ritardo
Fog,Medium,Giovane,Ritardo
Stormy,Low,Senior,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Windy,Low,Senior,Ritardo
Sandstorms,Medium,Giovane,Ritardo
Windy,Low,Senior,Ritardo
Windy,High,Adulto,Ritardo
Sandstorms,Jam,Adulto,Ritardo
Windy,Low,Giovane,Ritardo
Sunny,Low,Giovane,Ritardo
Cloudy,Low,Adulto,Ritardo
Windy,Medium,Giovane,Ritardo
Cloudy,High,Giovane,Ritardo
Windy,Jam,Adulto,Ritardo
Sandstorms,Low,Adulto,Ritardo
Sunny,Medium,Adulto,Ritardo
Sandstorms,Low,Adulto,Ritardo
Fog,Low,Senior,Ritardo
Stormy,Medium,Giovane,Ritardo
Stormy,Jam,Giovane,Ritardo
Sunny,Jam,Senior,Ritardo
Fog,Jam,Giovane,Ritardo
Sandstorms,Low,Senior,Ritardo
Windy,Medium,Giovane,Ritardo
Cloudy,Low,Adulto,Ritardo
Sandstorms,Jam,Adulto,Ritardo
